Product ,,Price,Ratings,Reviews,,
Pink Platinum Girls' Puffer Jacket ,,13.22,4.6,136,,
Carter's Girls' Woven Pant 258g165 ,,26,5,9,,
Splendid Girls' Candy Pink Stripe Casual Dress ,,29.6,5,1,,
Disney Girls' Vampirina Short Sleeve T-Shirt ,,12.76,4.6,156,,
Carter's Girls' Woven Fashion Top 253g504 ,,26,5,4,,
Hurley Girls' Crewneck Sweatshirt ,,17.3,4.2,12,,
The Children's Place Girls' Christmas T-Shirt ,,11.28,4.1,15,,
Kensie - Girl's Outerwear Girls' Mid Length Quilted Puffer Jacket ,,29.54,5,7,,
The Children's Place Girls' Two Piece Pajama Set ,,7.34,4.7,110,,
Reebok girls 2-piece Activewear Clothing Set - Long Sleeve Top + Biker/Yoga Gym Shorts ,,11.58,4.3,15,,
"Disney, Big Princesses Little Mermaid Logo Girls Short Sleeve Tee Shirt ",,7.08,0,0,,
Carter's Girls' Sweater 273g486 ,,32,5,2,,
French Toast Girls' Long Sleeve Microfleece Sweatshirt ,,6.8,4.5,122,,
PIPPA & JULIE girls 2-piece Legging Set With Shirt and Leggings ,,25,0,0,,
"Nautica Girls' Big School Uniform Short Sleeve Polo Shirt, Button Closure, Soft Pique Fabric ",,24,5,1,,
TOM and JERRY Tom & Jerry Jogger Sweatpants-Girls 4-16 ,,16.79,4.3,36,,
Nickelodeon Girl Lay Hi-lo Fashion T-Shirt ,,13,4.3,15,,
OshKosh B'Gosh Girls' Top ,,13.44,0,0,,
Joules Girls' Raincoat Outerwear Kids Jackets ,,48.42,4.2,10,,
Pink Platinum Girls' Fleece Anorak ,,20.04,4.6,102,,
Maaji Girls' Bikini Set ,,38.46,4.7,4,,
"Under Armour Girls' Play Up Short, Elastic Waistband, Logo Detail, Lightweight ",,16.5,5,1,,
New Jammies Girls' Holiday Organic Cotton Snuggly Pajamas ,,6.67,4.2,33,,
Billabong Girls Day Dreamer One Piece Swimsuit Pink ,,17.93,4.4,4,,
Disney Little Pixar Toy Story Buzz Big Face Girls Short Sleeve Tee Shirt ,,8.69,0,0,,
Mud Pie girls Hydrangea Tunic and Legging ,,38.25,4.2,9,,
Nickelodeon Girls' Little Paw Patrol Pups Dream Big The Princess Tee ,,12.03,4.1,13,,
Harry Potter Gryffindor Lion Logo Plush Plaid Girls Raglan Nightgown Holiday Fleece ,,16.95,4.1,20,,
Pink Platinum Girls' Puffer Jacket ,,32.42,4.6,65,,
"STAR WARS Girls’ Little 2-Piece Snug-Fit Cotton Pajamas, Rebel Princess, 2T ",,11.73,0,0,,
Juicy Couture Girls' Coat ,,26.09,5,3,,
Billabong Girls' Mad for You Shorts (Little Big Kids) ,,25.94,0,0,,
Moon and Back by Hanna Andersson Girls' 2-Piece Rashguard Suit ,,22.05,4.7,19,,
DKNY girls 3 Pcs. Set ,,14.17,5,3,,
Kanu Surf Girls' Jade UPF 50+ Sun Protective Rashguard Swim Shirt ,,7.92,4.4,1222,,
Billabong Girls' Where to Ruffle Tri Two-Piece Swim Set (Little Big Kids) ,,15.83,4.5,2,,
Disney girls Princess Snug Fit Cotton Pajamas ,,16.69,4.8,66,,
"The Children's Place Girls Super Skinny Jeans,Black Wash Single,4 ",,9.99,4.3,7,,
"Vertical '9 Girls' Toddler Bubble Jacket (More Styles Available), DK Dusty Rose, 3T ",,16.26,0,0,,
The Children's Place Girls Best Daughter Snug Fit Cotton Pajamas ,,12.52,4.8,300,,
Space Jam Girls' Space Jam Underwear Multipacks ,,8.29,4.2,13,,
Nautica Girls' Printed Sleeveless Dress ,,12.51,4.7,1788,,
Layer 8 Kids Little Girls 4-Pack Comfy Cotton Racerback Sports Bras ,,14.39,4.2,88,,
Kanu Surf Girls' Groovy Beach Sport Bandeau Bikini 2-Piece Swimsuit ,,9.07,4.4,373,,
Hatley Girls' A-line ,,25.89,5,16,,
"Disney Girls' Toddler Encanto Mirabel, Isabela, Luisa Better Together T-Shirt, Hot Pink, 2T ",,10.55,0,0,,
The Children's Place Girls' Two Piece Pajama Set ,,13.09,4.6,67,,
"Under Armour Girls' Short Sleeve Shirt, Crewneck, Lightweight and Breathable ",,14.72,4.8,6,,
"JoJo Siwa Girls' Little Cute Short Sleeve T-Shirt-Bowbow, Unicorns, Rainbows ",,12.42,4.6,343,,
Carter's Girls' Knit Fashion Top 253g545 ,,18,4.7,9,,
"Spotted Zebra Girls and Toddlers' Short-Sleeve and Sleeveless Tunic Tops, Multipacks ",,14.12,4.7,894,,
Moon and Back by Hanna Andersson Girls' Little Short Sleeve Graphic Tee ,,13.6,4.8,76,,
Carter's Girls' Leggings ,,13.72,4.4,29,,
Hatley Girls' Sweatpants ,,23.99,5,3,,
The Children's Place Girls Mesh Stretch Jacquard Dress ,,18.26,5,9,,
The Children's Place Girls' Slim Denim Pull on Shorts ,,7.4,4.2,70,,
The Children's Place Baby Toddler Girl Print Knit Leggings 2-Pack ,,10.44,4.4,132,,
OshKosh B'Gosh Girls' Top ,,12.12,4.6,96,,
The Children's Place Girls' Button Front Super Skinny Jeans ,,39.95,4.5,26,,
DKNY Girls' 2 Pcs. Set ,,16.99,4.7,10,,
The Children's Place girls Toddler Butterfly Turn Cuff Socks 6-pack ,,11.65,4.6,30,,
The Children's Place Girls' Print Perfect Ponte Knit Leggings ,,13.68,4.8,20,,
OshKosh B'Gosh Girls' Uniform Shorts ,,15.32,4.6,22,,
Carter's Girls' Leggings ,,14.06,4.6,11,,
"Spotted Zebra Disney | Star Wars | Frozen Girls and Toddlers' Sleeveless Tunic T-Shirts, Pack of 3 ",,22.4,4.8,343,,
JoJo Siwa Girls' 2-Pack Cotton Blend Graphic Leggings ,,12.39,4.2,9,,
OshKosh B'Gosh Girls' Knit Fashion Top 21424014 ,,22,0,0,,
Kanu Surf Girls' Hurricane Beach Sport UPF 50+ 1-Piece Swimsuit ,,15.72,4.5,143,,
Maidenform Big Girls' 9 Pack Multipack Brief ,,13.03,4.7,796,,
Jefferies Socks Girls Emoji Novelty Fashion Crew Socks 6 Pair Pack ,,15,4.5,89,,
Billabong Girls' Superbloom Graphic Crop Tee (Little Big Kids) ,,18.95,5,2,,
"Reebok girls 3-piece Activewear Clothing Set - Two Performance Tops + Leggings/Yoga Pants Leggings, Sunkist Coral, 2 US ",,15.58,0,0,,
Hatley Girls' Sweater Dress ,,12.93,4.9,18,,
Kids Headquarters baby-girls 2 Pieces Hooded Leggings Set ,,12.36,4.5,74,,
PUMA Girls' Polar Fleece Zip Up Jacket ,,38,4.7,4,,
"Spotted Zebra Girls and Toddlers’ Knit Sleeveless Smocked Tiered Midi Dresses, Pack of 2 ",,22.71,4.3,8,,
Jessica Simpson Girls' Two-Piece Rashguard Bikini Set ,,19.01,5,1,,
Paw Patrol girls Short Sleeve Tee Shirt ,,11.81,4.3,59,,
L.O.L. Surprise! Kids' LOL Surprise 3-Pack Short Sleeve T-Shirt Bundle ,,22.62,4.7,138,,
Carter's girls 2 Pc Playwear Sets 259g378 ,,30,4,5,,
The Children's Place Girls Floral Corduroy Skirtall ,,18.24,4.8,24,,
The Children's Place Girls' Printed One Piece Sleeper ,,17.11,4.9,23,,
The Children's Place Girls Jeweled Stretch Jacquard Dress ,,9.12,4.6,23,,
Maaji Girls' Standard Beachwear ,,14.78,4.7,5,,
Jefferies Socks girls Pointelle Pattern Knee High Socks 2 Pair Pack ,,9.99,3.4,3,,
PJ Salvage Kids Girls' Kids' Sleepwear Long Sleeve Top and Bottom Peachy Pajama Set ,,25.17,5,3,,
Carhartt Girls' Knit Long Sleeve Henleyneck T-Shirt ,,14.99,0,0,,
PUMA Girls' Graphic Tee ,,15.24,0,0,,
Under Armour Girls 1 Pc Swimsuit ,,14.78,3.9,19,,
Disney Girls’ Toddler Princess Fantasy Gown ,,0,4.9,158,,
Kanu Surf Girls' Candy Tankini Swimsuit ,,15.48,4.4,1524,,
Carter's 3-Piece Girls Poly Pajama Set ,,24.99,4.9,136,,
The Children's Place Girls' Beach Pant ,,6.39,4,27,,
Hatley Girls' Long Sleeve Rashguard ,,13.9,4.5,10,,
French Toast Girls' Short Sleeve Ruffle Placket Polo Dress ,,13.5,4.4,173,,
Hurley Girls' Boxy Graphic T-Shirt ,,17.61,4.8,49,,
The Children's Place girls Toddler Microfiber Tights ,,7.37,3.4,4,,
Hatley Girl's Drop Waist Dress ,,26.39,5,5,,
DL1961 Girls' Toddler Chloe Skinny Fit Color Jean ,,49,5,16,,
The Children's Place Girls Twill Skimmer Shorts ,,9.98,4.5,66,,
French Toast Girls' Long Ruched Sleeve Pullover ,,7.58,4.5,12,,
"DKNY Girls' 3-Pack Legging Set|Multipack, Athletic/Casual, Light Grey Heat, 5 ",,16.95,4.5,8,,
"Cherokee Little Girl's Elastic Waist Lace Trim Hipster Panties, 6 Pack ",,9.11,4.5,1219,,
"Under Armour Girls' Toddler UA Always Sparkle SS, Black, 2T ",,14.38,5,10,,
Nautica Girls' Romper ,,12.27,4.6,727,,
Amazon Essentials Girls and Toddlers' 2-Piece Tankini Set ,,14.9,4.5,1766,,
"Kidorable Green Fairy PU All-Weather Raincoat for Girls w/Fun Fairy Treasure Bag, Stars, Tassels ",,35.1,4.9,26,,
DKNY girls 3 Pcs. Set ,,18.22,4.9,9,,
Maaji Girls' Standard Swimwear ,,34.83,5,3,,
Carter's baby-boys 2 Pc Playwear Sets 229g392 ,,30,4.6,12,,
Jefferies Socks Big Girls' Wide Stripe Tights ,,11.13,5,13,,
The Children's Place Girls Fashion Denim Shorts ,,8.61,4.5,81,,
French Toast girls Long Sleeve V-neck Tee ,,10,4.6,164,,
OshKosh B'Gosh Girls' Two-Piece Swimsuit ,,10.97,5,5,,
"Kids Headquarters girls 3 Pieces Vest Pants Set, Marshmallow/Red/Black, 4T US ",,25.72,5,1,,
The Children's Place Toddler Girls Fashion Leggings ,,15.03,4.7,156,,
"The Children's Place Baby and Toddler Girls Short Sleeve Fashion Top, Unicorn/Rose Mist/Paint Splatter-3 Pack, 2T ",,16.37,0,0,,
"Under Armour Girls' Play Up Short, Elastic Waistband, Logo Detail, Lightweight ",,16.58,5,7,,
Carter's Girls' 2 Pc Playwear Sets 259g129 ,,20.85,0,0,,
The Children's Place Baby and Toddler Girls Capri Leggings ,,14.45,4.6,113,,
The Children's Place Girls' Let Down Hem Distressed Denim Super Skinny Jeans ,,15.98,4.6,17,,
Joules Girls' Jersey Leggings ,,17.1,4.6,35,,
Calvin Klein Girls' Bermuda Short ,,31.13,4.6,518,,
DKNY Girls' T-Shirt ,,11.96,4.7,661,,
Hurley Girls' Long Sleeve Hooded Top ,,20.91,3.6,8,,
Carhartt Girls' Long Sleeve Graphic T-Shirt ,,18.07,4.8,180,,
French Toast Girls' Long Sleeve Microfleece 2-Pack ,,9.99,4.4,104,,
DKNY girls 2 Pcs. Set ,,29.05,4.6,14,,
Jefferies Socks Girls' School Uniform Seamless Socks (Pack of Six Pairs) ,,21,4.6,456,,
Little Blue House by Hatley Girls' Long Sleeve Appliqué Pajama Sets ,,21.53,4.5,32,,
Angie Little Big Girls Button Front Maxi Dress ,,21.71,4.6,11,,
Reebok Girls' Ss T-Shirts ,,14.18,4.5,68,,
Sunny Day Girls' Toddler Short Sleeve T-Shirt Bundle 3 Pack Tees ,,7.98,5,1,,
Carhartt Baby Girls' Toddler Chambray Stripe Shortall ,,23.27,4.2,12,,
Helly-Hansen Kids' New Bergen Pu Playsuit ,,80,0,0,,
"Amazon Essentials Girls and Toddlers' Short-Sleeve Skater Dress, Pack of 2 ",,31.7,4.7,364,,
Dearfoams Girls' Big Sleeve Short 2-Piece Pajama Set ,,15.55,5,2,,
French Toast girls Stretch Kick Short ,,9,4.3,57,,
Kids Headquarters girls 2 Pieces Sweater Leggings Set ,,16.58,0,0,,
"Columbia Girls' Little Benton Springs II Printed Fleece, Empress Wolfscape, X-Small ",,29.99,0,0,,
Capezio Little Girls' Pant ,,28.3,4,41,,
Jessica Simpson Girls' Dress ,,8.96,4.4,103,,
PUMA girls Graphic T-shirt & Legging Set ,,19.68,4.8,38,,
Billabong Girls' Cool Summer Oversized Tee (Little Big Kids) ,,8.99,4,3,,
Arctix Boy's Slalom Insulated Winter Jacket ,,53,4.3,3,,
OshKosh B'Gosh Girls' Uniform Skirt ,,14.28,4.7,108,,
Billabong Girls' Toes in The Sand Graphic Crop Tee (Little Big Kids) ,,15.6,4,1,,
Nickelodeon Little Teenage Mutant Ninja Turtles Don Big Face Girls Short Sleeve Tee Shirt ,,16.99,5,2,,
John Deere Girls' Fleece Hoodie ,,18.82,5,4,,
Under Armour Girl's Ua Logo Raglan Ss T-Shirt ,,14.1,4,3,,
Billabong Men's Letting Go Flounce Two Piece Swim Set ,,41.82,4.6,7,,
French Toast Girls' Front Button Pleated Scooter ,,19.04,4.4,181,,
Carter's Girls' Single Legging 278g545 ,,16,0,0,,
Volcom Girls' Lil Fleece Sweatpant ,,28.83,5,2,,
PUMA Girls' Core Logo Fleece Pullover Hoodie ,,19.55,4.6,77,,
Carhartt Girls' Graphic Short Sleeve Tee T-Shirt ,,11.99,4.8,128,,
Carter's Girls' Knit Fashion Top 253g812 ,,13.86,4.8,5,,
Hatley Girls' Ruffle Sleeve Swimsuit ,,13.5,4.2,55,,
Capezio Girls' Team Basic Boys Cut Low Rise Short ,,16.55,3.8,17,,
JoJo Siwa Girls' Short Sleeve Tee ,,12.05,4.6,64,,
The Children's Place girls The Children's Place Toddler Girls Short Sleeve Top and Leggings 2-piece Sets ,,14.97,4.8,161,,
Nautica Girls' School Uniform Sensory-Friendly Short Sleeve Polo ,,13.75,4.4,95,,
Mud Pie girls Mud Pie Tunic & Capri Set ,,18.12,4.2,6,,
The Children's Place Girls' Printed Graphic Leggings ,,4.66,4.8,12,,
Teenage Mutant Ninja Turtles TMNT Long Sleeve Raglan T-Shirt-Girls 4-16 ,,13.61,0,0,,
"French Toast Girls' Toddler Long Sleeve Crewneck Tee, Heather Gray, 4T ",,8.64,4.5,5,,
"Arctix Kids Slalom Insulated Winter Jacket, A6 Camo Cloud, 5T ",,54.99,0,0,,
Classroom Uniforms Girls' Scooter with Double Pleats ,,12.48,3.9,57,,
Sara's Prints Unisex Kids All Cotton Long John Pajamas ,,31.12,4.9,27,,
Billabong Girls' Day Dreamer Knot Bandeau Two-Piece Swim Set (Little Big Kids) ,,31.94,4,5,,
VIKITA Baby Girl Cartoon Flower Dress Long Sleeve Winter Dresses for 2-12 Years Old Girls ,,10.94,4.6,5806,,
OshKosh B'Gosh Girls' Knit Tunic 31437910 ,,30,0,0,,
OshKosh B'Gosh Girls' Sequin Tee ,,12.6,4.7,52,,
OshKosh B'Gosh Girls' Toddler Sequin Tee ,,11.91,4.6,45,,
"Vertical '9 Girls' Toddler Bubble Jacket (More Styles Available), DK Dusty Rose, 4T ",,34.87,0,0,,
"Country Kids Girls' Big Polka Dot Sneaker Liner Socks Low Cut No Show, Pack of 6, White/Tan, 7-10 Years (Shoe Size 12-6.5) ",,10.64,4.7,2,,
Chaps Girls' School Uniform Stretch Pull-on Skinny Pant ,,26,4.7,40,,
Roxy Girls' Flowery Mood Flutter Swim Set ,,28.49,0,0,,
Kanu Surf Girls' Karlie UPF 50+ Sun Protective Rashguard Swim Shirt ,,11.09,4.4,1610,,
"Kids Headquarters Girls' 2 Pieces Leggings Set, Light Pink/Gray Print, 4 ",,17.51,0,0,,
OshKosh B'Gosh Girls' Pedal Pusher Legging ,,11.58,4.6,59,,
Amazon Essentials Girls Swim Tee ,,11.8,4.6,362,,
Carter's girls 2 Pc Playwear Sets 259g372 ,,30,4,3,,
CrunchyCucumber Sequins Embroidery Lace Bodice Rhinestones Brooch Satin Sash ,,51.95,4.4,14,,
Nickelodeon Little Teenage Mutant Ninja Turtles Raph Big Face Girls Short Sleeve Tee Shirt ,,15.8,4,2,,
"Kids Headquarters Girls' 2 Pieces Hooded Leggings Set, Black/White, 4 ",,16.34,0,0,,
Kids Headquarters girls 2 Pieces Legging Set ,,11.94,4.7,211,,
Hurley Girls' One Swimsuit and Headband 2-Piece Set ,,25.18,4.5,36,,
Billabong Girls' Chase The Wild Strappy Tank Two-Piece Swim Set (Little Big Kids) ,,37.11,3.5,3,,
Billabong Girls' in The Sunshine Oversized Tee (Little Big Kids) ,,18.95,5,1,,
Under Armour Girls Paddlesuit ,,21.91,4.6,23,,
Nautica Girls' Romper ,,16.98,4.7,38,,
Jefferies Socks Girls' Little Sporty Half Cushion Crew Socks 3 Pair Pack ,,12.1,4.7,191,,
Carter's girls 2 Pc Playwear Sets 259g380 ,,30,4.9,13,,
DKNY Girls' 2 Pcs. Set ,,30.01,4.8,17,,
Under Armour Girls' Ua Living The Boss Life Ss ,,15.19,4.9,20,,
"Columbia Toddler Girls Fire Side Sherpa Full Zip, Spring Blue, 3T ",,60,0,0,,
"Nickelodeon Girls' Little Paw Patrol Pups Dream Big The Princess Tee, Heather Grey, M-5/6 ",,12.57,3.3,3,,
Carter's Little Girls' 2 Piece PJ Set (Toddler/Kid) ,,16.35,4.6,10,,
Gerber Girls' One-Piece Swimsuit ,,20.9,4.5,25,,
The Children's Place Girls Twill Shortie Shorts ,,9.98,4.2,37,,
Country Kids Girls' Pima Cotton Tights ,,9.99,4.4,66,,
Pink Platinum Girls' Midweight Vest 2fer Jacket ,,19.24,5,1,,
"French Toast Little Girls Puff Sleeve Polo Shirt, Light Blue, Small/6/6x ",,17.54,4.7,35,,
Splendid girls Kids' Long Sleeve Top and Legging Set ,,56,0,0,,
OshKosh B'Gosh Girls' Logo Pant ,,14.86,4.6,241,,
OshKosh B'Gosh Girls' Long-Sleeve Uniform Polo Shirt ,,11.84,4.2,51,,
Hatley Baby Girls Long Sleeve Graphic Tees ,,16.05,4.4,29,,
Reebok Girls' Knit Pants (Other) ,,6.4,4.5,38,,
DL1961 Girls' Emie Toddler High Rise Straight ,,55,0,0,,
Nautica Girls' Solid Woven Short ,,22.75,3,1,,
Speechless Girls Velour Jogger Set ,,17.83,4.3,12,,
OshKosh B'Gosh Girls' Pull-on Denim Jegging ,,15.71,4.6,5,,
Columbia Girls' Tidal Tee Long Sleeve ,,21,4.1,6,,
"Roxy Whole Hearted Long Sleeve & Short Sleeve Rashgaurd, Little Girls ",,18.97,4.4,70,,
Hatley Girls' A-line Coat ,,52.99,4.5,6,,
Nickelodeon Girls' Little JoJo Siwa Short Sleeve T Shirt ,,11.42,5,1,,
"UA SPLASH HEART SET, MOD GRAY S21, 4 ",,20.86,0,0,,
Minecraft Big Girls’ Polyester Pajama Set ,,14.99,4.6,26,,
My Little Pony girls Pajama Bottoms ,,11.02,5,7,,
Carhartt Girls' Big Utility Jegging ,,21.99,4.2,21,,
OshKosh B'Gosh Baby Girls' Long Sleeve Tee ,,11.57,4.7,31,,
"The Children's Place Baby and Toddler Girls Short Sleeve Fashion Top, Sweet/Watermelons/Rose Mist-3 Pack, 5T ",,14.78,5,4,,
Real School Uniforms Unisex Everybody Pull-On Shorts ,,9.9,4.5,47,,
The Children's Place Girls' Top and Pants Pajama Set ,,12.54,4.5,10,,
Maaji Girls' Swimwear Cover Up ,,33.04,3.1,3,,
DKNY girls 2 Pcs. Set ,,19.71,4.2,25,,
Gymboree girls And Toddler Long Sleeve Turtleneck Shirts ,,20.66,0,0,,
The Children's Place Toddler Girls Dino Heart Top 2-Pack ,,10.46,4.6,80,,
PUMA Girls' Core Jogger ,,24.95,3.8,25,,
Hatley Girls' One Piece Rashguard ,,32.23,4.4,29,,
Billabong Girls' Sunday Sun Sweatshirt (Little Big Kids) ,,39.95,0,0,,
Jefferies Socks Little Girls' Seamless Pom Ped Socks (Pack of 3) ,,12.32,4.2,198,,
L.O.L. Surprise! Girls Girl Power Short Sleeve T-Shirt Girls 4-16 ,,9.77,0,0,,
Maaji Girls' Standard Beachwear ,,45.68,0,0,,
Billabong Girls' Cool Days Dress (Little Big Kids) ,,18.15,0,0,,
Carter's Girls' 2 Pc Playwear Sets 259g289 ,,28,4.4,15,,
Columbia Baby Steens MTN 1/4 Snap Fleece Pull-Over ,,30,4.6,62,,
The Children's Place Girls' Dreamer Night Gown ,,12.2,4.3,13,,
New Balance Girls' Fast Track Tight ,,12.86,4.5,80,,
DL1961 Girls' Lucy Toddler Cut Off Short ,,37.38,5,3,,
French Toast girls Stretch Kick Short ,,7.2,4.8,11,,
Pink Platinum Girls' Rip Stop Puffer ,,27.86,4.6,294,,
Arctix Kids Nitro Snowsuit ,,52.49,0,0,,
The Children's Place girls The Children's Place Toddler Girls Floral Ruffle Chambray 2-piece Set ,,13.83,4.8,22,,
Spotted Zebra Girls and Toddlers' Tankini Rashguard Swimsuit Sets ,,13.5,4.6,2822,,
The Children's Place girls The Children's Place Toddler Girls Daisy 2-piece Set ,,11.66,4.8,32,,
The Children's Place Girls' Dreamer Two Piece Pajama Set ,,12.23,4.7,34,,
PUMA Girls' No. 1 Logo T-Shirt ,,11.24,4.5,241,,
The Children's Place Girls' Slim Denim Skimmer Shorts ,,14.84,4.4,129,,
Carter's Girls' Tunic ,,16.4,1,1,,
Hello Kitty girls Short Sleeve T-shirt and Legging Set ,,14.26,4.6,55,,
JoJo Siwa Girls' Big Glitter Everywhere Pull Over Skimmer Hoodie Tee with Taping ,,13.95,4.5,205,,
Hatley Girls' Tankini Set ,,19.95,4.7,56,,
Splendid baby-girls Short Sleeve Top & Legging Pant Set ,,21.94,0,0,,
Little Blue House by Hatley girls Animal Socks ,,8.87,4.7,47,,
"Lucky Brand Girls' Zoe 5-Pocket Skinny Fit Stretch Denim Jeans, Ada Zoe, 6 ",,25.5,0,0,,
DKNY girls 2 Pcs. Set ,,14.6,5,5,,
"Kids Headquarters girls 2 Pieces Leggings Pants Set, Black/Black Print, 4T US ",,20.89,4.5,2,,
DKNY girls 3 Pcs. Set ,,14.91,4,14,,
Universal Secret Life of Pets Girls Panty Multipack ,,11.27,4.9,81,,
Speechless Girls' Velour Jogger Set ,,20.36,4.2,3,,
Bloch Dance Girls Endura Footed Tights ,,9,4.6,101,,
Kids Headquarters girls 2 Pieces Jumper Set ,,11.69,4.6,62,,
"Kids Headquarters Girls' 2 Pieces Leggings Set, Pink Print/Hot Pink, 4 ",,19.99,5,1,,
"Columbia Girls' Little Benton Springs II Fleece, Red lily fair Isle Dot Print, XX-Small ",,34.08,5,2,,
Nautica Girls' Fleece Popover Crewneck Sweatshirt ,,22.16,4.4,305,,
Columbia Girls' Mirror Rock Long Sleeve Graphic Tee ,,18.34,0,0,,
French Toast Girls' Big Anti-Pill Crew Neck Cardigan Sweater ,,29.99,3.9,6,,
OshKosh B'Gosh Girls' Tankini ,,16.75,4,148,,
"French Toast Little Girls' Puff Sleeve Double Button Polo, Light Blue, 3T ",,9.22,4.6,7,,
The Children's Place Girls' Kids-PJ Tank Top and Shorts Pajama Set ,,9.96,4.8,13,,
"Kids Headquarters Girls' 2 Pieces Hooded Jog Set, Watermelon, 4T ",,16.05,5,3,,
Marvel Girls' Captain Avengers Gold Star Pink T-Shirt ,,10.23,4.8,14,,
Carter's Girls' 2-Pack Leggings ,,16.43,4.6,887,,
PUMA Girls' Legging ,,9.77,4.4,5,,
PUMA Girls' French Terry Shorts ,,9.62,4.2,25,,
"Marvel Girls’ Little 2-Piece Snug-Fit Cotton Pajamas, Wakanda Forever, 2T ",,9.83,4,1,,
Hatley Girls' One Piece Swimsuit ,,16.53,0,0,,
Sansha Big Girls' Serenity Pull-on Skirt ,,21.74,4.3,54,,
Capezio girls Girls' Ultra Shimmery Footed Tights ,,10.15,4.1,110,,
"Lucky Brand Girls' Zoe 5-Pocket Skinny Fit Stretch Denim Jeans, Angela Wash, 6 ",,24.56,0,0,,
"Disney Girls' Minnie Mouse 2-Piece Snug Fit Short Sleeve Shorts Cotton Pajama Sets, 4T ",,10.13,4.8,6,,
DreamWorks Girls' Snug Fit Cotton Pajamas ,,12.43,4.7,375,,
New Balance Girls' Performance Tight ,,16.34,4.4,113,,
Disney Frozen 2 Little But Tough Girl's Heather Crew Tee ,,16.99,4.3,5,,
"i play. by green sprouts Two Piece Tankini with Snap Reusable Swim Diaper | Baby Girl Swimsuit | Lightweight, Patented Design ",,20.99,4.7,480,,
"Shimmer and Shine girls Shimmer Shine Short Sleeve Tee T Shirt, Lilac, 3T US ",,8.89,4.8,10,,
Jacques Moret girls Classic Short Sleeve Skirted Leotard ,,15.86,4.6,32,,
Carter's Little Girls' Dot Top (Toddler/Kid) - Gold - 4 ,,18.2,0,0,,
Carhartt Girls' Sleeveless Crewneck Mountain Landscape T-Shirt ,,10.22,5,2,,
Pink Platinum Girls' Gwp Puffer Jacket with Hat Scarf Combo ,,28.09,4.8,7,,
The Children's Place Girls Roll Cuff Denim Midi Shorts ,,12.46,4.6,20,,
Nautica Girls' Flippable Sequin Tee Shirt ,,10.33,4.8,311,,
OshKosh B'Gosh Girls' Little Midweight Fleece Lined Windbreaker Jacket ,,16.03,0,0,,
Shimmer and Shine Girls' Toddler Short Sleeve T-Shirt ,,10.05,5,2,,
Trimft Girls Cotton Blend Cable Knit Tights with Comfortoe - 2-Pack ,,14.67,4.5,98,,
Splendid Girls' Kids and Baby Hoodie Sweatshirt ,,44,4.3,16,,
Carter's Girls' Leggings ,,11.09,4.7,7,,
Goodnight Moon Kids' Toddler Sleeper Bookjamas ,,10.48,3.9,23,,
OshKosh B'Gosh girls Perfect Puffer Jacket ,,30.6,5,4,,
OshKosh B'Gosh Girls' Woven Fashion Top 21411210 ,,24,0,0,,
Columbia Girls' Glacial Ii Fleece Print Half Zip ,,19.96,4.6,168,,
Blue's Clues and You Girls' Toddler Short Sleeve T-Shirt ,,6.89,4.3,11,,
Billabong Girls' Cutoffs Crew Fleece (Little Big Kids) ,,40.9,0,0,,
Nickelodeon Little JoJo Siwa Dream Big Girls Short Sleeve Tee Shirt ,,8.22,5,1,,
DL1961 Girls' Toddler Chloe Skinny Fit Velvet Pant ,,21.54,5,3,,
IZOD Girls' School Uniform Stretch Twill Skinny Pants ,,18.6,4.2,119,,
DKNY girls 2 Pcs. Set ,,19.56,3.4,4,,
"Arctix Kids Jackalope Insulated Winter Jacket, Bluebird, 2T ",,56.99,0,0,,
Jefferies Socks Little Girls' School Uniform Heavyweight Tights (Pack of 2) ,,20.99,4.3,222,,
The Children's Place Girls' Toddler Print Leggings 2-Pack ,,11.41,4.7,59,,
Crayola Girls' Long Sleeve T-shirt and Stretch Leggings 2-piece Outfit Set ,,15.92,4.4,15,,
"Gildan Girls' Cotton Brief Underwear, 9 Pack ",,10.35,4.6,972,,
Gymboree girls And Toddler Cotton Brief Underwear ,,9.99,0,0,,
"Kids Headquarters Girls' 2 Pieces Leggings Set, Oatmeal/Black Pink Plaid, 4T ",,17.74,5,1,,
L.O.L. Surprise! ,,17.14,4.8,10,,
The Children's Place Girls' Slim Basic Skinny Jeans 2108856 ,,13.85,4.5,109,,
Columbia Girls' Mirror Creek Short Sleeve Graphic Shirt ,,9.99,4.8,14,,
Kids Headquarters girls 2 Pieces Legging Set ,,11.93,0,0,,
Splendid girls Maisey Dress Set ,,36.01,0,0,,
Jefferies Socks Girls' Dotty Footless Tights ,,10.31,4.4,67,,
Lacoste Girl's Short Sleeve Big Croc Graphic T-Shirt ,,10.46,5,6,,
Dream Star Girls' Hacci Screen Top with Chiffon Floral Printed Scarf and Hang ,,12.22,4,34,,
The Children's Place Girls' Solid Bike Shorts ,,4.98,4.6,225,,
